"","No","Prefecture","TradePrice","EstimateTradePrice.fit","EstimateTradePrice.lwr","EstimateTradePrice.upr"
"997449", 41345,"Shizuoka Prefecture",2.6e+07, 3.040528e+07, 2.979960e+07, 3.101097e+07
"997509", 41540,"Shizuoka Prefecture",9.7e+06, 1.498702e+07, 1.466994e+07, 1.530409e+07
"997537", 41643,"Shizuoka Prefecture",2.5e+07, 2.077047e+07, 2.029013e+07, 2.125081e+07
"997540", 41653,"Shizuoka Prefecture",2.7e+07, 2.146167e+07, 2.095552e+07, 2.196783e+07
"997552", 41692,"Shizuoka Prefecture",1.9e+07, 2.303057e+07, 2.139341e+07, 2.466774e+07
"997580", 41810,"Shizuoka Prefecture",1.5e+07, 4.706095e+05,-6.028953e+05, 1.544114e+06
"997581", 41811,"Shizuoka Prefecture",2.5e+06, 3.290035e+06, 2.526646e+06, 4.053424e+06
"997621", 41896,"Shizuoka Prefecture",2.8e+06, 2.545570e+06, 1.383429e+06, 3.707711e+06
"997623", 41898,"Shizuoka Prefecture",1.1e+07, 3.167620e+07, 3.060561e+07, 3.274680e+07
"997699", 42130,"Shizuoka Prefecture",1.0e+07,-2.676719e+07,-2.918745e+07,-2.434693e+07
"997751", 42302,"Shizuoka Prefecture",2.0e+07, 3.231818e+07, 3.147665e+07, 3.315971e+07
"997770", 42372,"Shizuoka Prefecture",2.7e+07, 3.785076e+07, 3.708669e+07, 3.861483e+07
"997787", 42427,"Shizuoka Prefecture",1.7e+07,-3.179178e+06,-5.330148e+06,-1.028209e+06
"997822", 42548,"Shizuoka Prefecture",2.2e+07, 3.174900e+07, 3.111269e+07, 3.238530e+07
"997922", 42848,"Shizuoka Prefecture",3.0e+07, 2.832968e+07, 2.768948e+07, 2.896987e+07
"997931", 42889,"Shizuoka Prefecture",1.1e+07, 1.423039e+07, 1.375476e+07, 1.470601e+07
"997964", 43014,"Shizuoka Prefecture",6.6e+06, 2.752042e+07, 2.616509e+07, 2.887574e+07
"997975", 43055,"Shizuoka Prefecture",1.1e+07, 1.764789e+07, 1.734585e+07, 1.794993e+07
"998014", 43170,"Shizuoka Prefecture",1.9e+07, 3.013635e+07, 2.911739e+07, 3.115531e+07
"998042", 43302,"Shizuoka Prefecture",8.8e+06, 3.806667e+07, 3.682608e+07, 3.930726e+07
"998079", 43429,"Shizuoka Prefecture",6.0e+06, 1.138863e+07, 1.037005e+07, 1.240720e+07
"998099", 43608,"Shizuoka Prefecture",2.3e+07, 2.492697e+07, 2.400884e+07, 2.584510e+07
"998102", 43620,"Shizuoka Prefecture",2.0e+06, 7.249455e+06, 6.913633e+06, 7.585278e+06
"998114", 43652,"Shizuoka Prefecture",1.1e+07, 1.430251e+07, 1.315833e+07, 1.544668e+07
"998116", 43654,"Shizuoka Prefecture",7.0e+06, 1.793430e+07, 1.652035e+07, 1.934824e+07
"998155", 43808,"Shizuoka Prefecture",6.5e+06, 7.617681e+06, 7.298179e+06, 7.937182e+06
"998186", 43998,"Shizuoka Prefecture",3.9e+07, 4.844527e+07, 4.728887e+07, 4.960166e+07
"1001788", 57218,"Shizuoka Prefecture",1.2e+06,-1.082475e+07,-1.262814e+07,-9.021355e+06
"1001907", 57579,"Shizuoka Prefecture",1.4e+07, 1.710072e+07, 1.649112e+07, 1.771032e+07
"1001908", 57580,"Shizuoka Prefecture",2.9e+07, 2.744603e+07, 2.653889e+07, 2.835317e+07
"1001943", 57702,"Shizuoka Prefecture",1.1e+06,-1.480546e+07,-1.603131e+07,-1.357961e+07
"1002088", 58136,"Shizuoka Prefecture",1.3e+07,-1.514904e+06,-2.200278e+06,-8.295304e+05
"1002165", 58525,"Shizuoka Prefecture",1.8e+07, 3.406484e+07, 3.154824e+07, 3.658144e+07
"1002180", 58631,"Shizuoka Prefecture",5.0e+06, 6.153005e+07, 6.001914e+07, 6.304096e+07
"1002182", 58637,"Shizuoka Prefecture",2.5e+07, 2.428156e+07, 2.371720e+07, 2.484592e+07
"1002222", 58882,"Shizuoka Prefecture",8.3e+06,-1.527256e+07,-1.784355e+07,-1.270157e+07
"1002265", 59099,"Shizuoka Prefecture",1.5e+07, 3.958209e+06, 2.008351e+06, 5.908068e+06
"1002290", 59190,"Shizuoka Prefecture",1.0e+07, 1.334027e+07, 1.160080e+07, 1.507974e+07
"1002326", 59373,"Shizuoka Prefecture",4.0e+05, 4.616163e+05,-5.178733e+04, 9.750198e+05
"1002360", 59473,"Shizuoka Prefecture",1.0e+07, 2.344186e+07, 2.210488e+07, 2.477885e+07
"1002413", 59622,"Shizuoka Prefecture",6.5e+06, 9.667603e+06, 8.848381e+06, 1.048683e+07
"1002421", 59631,"Shizuoka Prefecture",4.3e+06, 1.694217e+07, 1.432825e+07, 1.955609e+07
"1002422", 59632,"Shizuoka Prefecture",2.5e+06,-1.772479e+07,-1.943077e+07,-1.601880e+07
"1002423", 59633,"Shizuoka Prefecture",5.3e+06,-2.543014e+06,-5.210673e+06, 1.246456e+05
"1002424", 59635,"Shizuoka Prefecture",3.5e+06, 9.268024e+06, 7.656947e+06, 1.087910e+07
"1002465", 59717,"Shizuoka Prefecture",2.4e+07,-7.131444e+06,-1.206027e+07,-2.202617e+06
"1002521", 59993,"Shizuoka Prefecture",5.0e+06,-3.197217e+07,-3.534925e+07,-2.859508e+07
"1002648", 60504,"Shizuoka Prefecture",1.6e+07,-8.539062e+07,-9.340405e+07,-7.737718e+07
"1002682", 60637,"Shizuoka Prefecture",2.0e+06, 2.137491e+05,-3.493544e+05, 7.768526e+05
"1002798", 60956,"Shizuoka Prefecture",5.0e+07, 4.948780e+07, 4.814596e+07, 5.082964e+07
"1002838", 61106,"Shizuoka Prefecture",1.0e+07, 2.932111e+07, 2.798371e+07, 3.065851e+07
"1002902", 61199,"Shizuoka Prefecture",3.5e+06,-9.862413e+06,-1.146101e+07,-8.263812e+06
"1002921", 61241,"Shizuoka Prefecture",1.2e+07, 1.303369e+07, 1.219602e+07, 1.387135e+07
"1002959", 61314,"Shizuoka Prefecture",5.3e+06, 1.230464e+07, 1.133376e+07, 1.327552e+07
"1003078", 61539,"Shizuoka Prefecture",7.8e+06, 2.125177e+07, 1.996750e+07, 2.253603e+07
"1003122", 61608,"Shizuoka Prefecture",6.3e+06, 9.443657e+06, 8.487602e+06, 1.039971e+07
"1003171", 61697,"Shizuoka Prefecture",2.7e+07, 3.387653e+07, 3.296781e+07, 3.478524e+07
"1003184", 61799,"Shizuoka Prefecture",4.8e+07, 5.049457e+07, 4.933424e+07, 5.165490e+07
"1003217", 61913,"Shizuoka Prefecture",4.1e+07, 2.625483e+07, 2.544819e+07, 2.706147e+07
"1003230", 61944,"Shizuoka Prefecture",2.9e+07, 3.497264e+07, 3.392075e+07, 3.602453e+07
"1003274", 62074,"Shizuoka Prefecture",2.7e+07, 3.394230e+07, 3.246156e+07, 3.542304e+07
"1003306", 62144,"Shizuoka Prefecture",2.7e+07, 3.962353e+07, 3.876396e+07, 4.048310e+07
"1003350", 62267,"Shizuoka Prefecture",1.8e+07,-6.108950e+04,-1.109240e+06, 9.870613e+05
"1003353", 62273,"Shizuoka Prefecture",2.9e+07, 4.280068e+07, 4.192502e+07, 4.367635e+07
"1003397", 62396,"Shizuoka Prefecture",3.0e+07, 3.586728e+07, 3.515480e+07, 3.657977e+07
"1003410", 62432,"Shizuoka Prefecture",1.7e+07, 6.104421e+06, 5.521466e+06, 6.687376e+06
"1003412", 62435,"Shizuoka Prefecture",3.2e+07, 2.328861e+07, 2.281718e+07, 2.376003e+07
"1003604", 63050,"Shizuoka Prefecture",2.4e+07, 3.202850e+07, 3.126515e+07, 3.279186e+07
"1003628", 63120,"Shizuoka Prefecture",3.9e+07, 3.264062e+07, 3.172901e+07, 3.355222e+07
"1003630", 63130,"Shizuoka Prefecture",3.0e+07, 1.680368e+07, 1.642160e+07, 1.718576e+07
"1003664", 63222,"Shizuoka Prefecture",4.2e+07, 2.470305e+07, 2.394823e+07, 2.545788e+07
"1003688", 63364,"Shizuoka Prefecture",2.6e+07, 2.099472e+07, 2.032826e+07, 2.166118e+07
"1003695", 63402,"Shizuoka Prefecture",1.7e+07, 4.717798e+06, 3.716658e+06, 5.718938e+06
"1003765", 63912,"Shizuoka Prefecture",2.5e+07, 2.827086e+07, 2.720517e+07, 2.933655e+07
"1003775", 63964,"Shizuoka Prefecture",2.2e+07, 2.329109e+07, 2.280659e+07, 2.377560e+07
"1003803", 64129,"Shizuoka Prefecture",2.4e+07, 2.466786e+07, 2.423759e+07, 2.509814e+07
"1003812", 64175,"Shizuoka Prefecture",2.7e+07, 3.689687e+07, 3.567599e+07, 3.811775e+07
"1003872", 64444,"Shizuoka Prefecture",2.3e+07, 2.820012e+07, 2.753658e+07, 2.886365e+07
"1003884", 64501,"Shizuoka Prefecture",2.5e+06,-8.846523e+06,-1.009745e+07,-7.595598e+06
"1003989", 65014,"Shizuoka Prefecture",1.9e+07, 4.920215e+07, 4.745519e+07, 5.094911e+07
"1004051", 65334,"Shizuoka Prefecture",7.1e+06, 2.662330e+07, 2.551077e+07, 2.773582e+07
"1004056", 65347,"Shizuoka Prefecture",1.7e+07, 3.260748e+07, 3.169899e+07, 3.351596e+07
"1004091", 65453,"Shizuoka Prefecture",7.1e+06, 2.876546e+07, 2.838773e+07, 2.914318e+07
"1004111", 65528,"Shizuoka Prefecture",1.9e+07, 2.506947e+07, 2.453531e+07, 2.560363e+07
"1004115", 65537,"Shizuoka Prefecture",2.7e+07, 2.083024e+07, 2.036246e+07, 2.129802e+07
"1004128", 65587,"Shizuoka Prefecture",2.2e+07, 5.954600e+02,-8.894098e+05, 8.906007e+05
"1004192", 65795,"Shizuoka Prefecture",1.1e+07, 7.721784e+06, 7.163211e+06, 8.280357e+06
"1004193", 65798,"Shizuoka Prefecture",1.2e+07, 1.065584e+06, 5.432145e+05, 1.587954e+06
"1004198", 65811,"Shizuoka Prefecture",1.2e+07, 1.036322e+07, 9.837513e+06, 1.088893e+07
"1004212", 65847,"Shizuoka Prefecture",1.4e+07, 1.085383e+07, 9.775528e+06, 1.193212e+07
"1004220", 65866,"Shizuoka Prefecture",2.7e+07, 1.845841e+07, 1.776592e+07, 1.915090e+07
"1004254", 65959,"Shizuoka Prefecture",2.0e+07, 1.657371e+07, 1.625575e+07, 1.689167e+07
"1004258", 65968,"Shizuoka Prefecture",3.4e+07, 1.930645e+07, 1.889696e+07, 1.971593e+07
"1004264", 65985,"Shizuoka Prefecture",3.0e+07, 1.271320e+07, 1.174108e+07, 1.368531e+07
"1004268", 65993,"Shizuoka Prefecture",1.9e+07, 2.771113e+07, 2.553671e+07, 2.988555e+07
"1004378", 66324,"Shizuoka Prefecture",1.0e+07, 1.359487e+07, 1.294113e+07, 1.424860e+07
"1004447", 66482,"Shizuoka Prefecture",3.3e+07, 3.165946e+07, 3.090043e+07, 3.241849e+07
"1004468", 66536,"Shizuoka Prefecture",1.5e+07, 2.011502e+07, 1.968814e+07, 2.054191e+07
"1004548", 66737,"Shizuoka Prefecture",2.8e+07, 1.361811e+07, 1.280158e+07, 1.443465e+07
"1004552", 66744,"Shizuoka Prefecture",1.4e+07, 1.559656e+07, 1.522904e+07, 1.596407e+07
"1004577", 66796,"Shizuoka Prefecture",2.5e+07, 2.753828e+07, 2.696951e+07, 2.810705e+07
"1004578", 66797,"Shizuoka Prefecture",1.6e+07, 1.455901e+07, 1.418646e+07, 1.493157e+07
"1004652", 67017,"Shizuoka Prefecture",1.5e+07, 2.015253e+07, 1.980291e+07, 2.050216e+07
"1004756", 67327,"Shizuoka Prefecture",1.2e+07, 8.016746e+06, 7.684693e+06, 8.348799e+06
"1004757", 67328,"Shizuoka Prefecture",7.0e+06, 8.639090e+06, 8.293994e+06, 8.984186e+06
"1004783", 67385,"Shizuoka Prefecture",2.0e+07, 2.072879e+07, 2.033708e+07, 2.112050e+07
"1004790", 67402,"Shizuoka Prefecture",2.3e+07, 3.131826e+07, 3.096033e+07, 3.167618e+07
"1004872", 67658,"Shizuoka Prefecture",1.6e+07,-1.034133e+08,-1.098321e+08,-9.699444e+07
"1004883", 67708,"Shizuoka Prefecture",1.6e+07, 1.453088e+07, 1.378813e+07, 1.527364e+07
"1004911", 67770,"Shizuoka Prefecture",1.6e+07, 1.773951e+07, 1.724120e+07, 1.823782e+07
"1004921", 67794,"Shizuoka Prefecture",1.2e+07, 1.587724e+07, 1.356204e+07, 1.819243e+07
"1004922", 67797,"Shizuoka Prefecture",9.5e+06,-2.634205e+07,-2.855588e+07,-2.412823e+07
"1004923", 67802,"Shizuoka Prefecture",1.6e+07,-2.054467e+07,-2.270754e+07,-1.838179e+07
"1004994", 67972,"Shizuoka Prefecture",5.5e+06, 1.800652e+06,-7.625960e+04, 3.677564e+06
"1008697", 79533,"Shizuoka Prefecture",3.3e+07, 5.954961e+07, 5.653923e+07, 6.255998e+07
"1008836", 79999,"Shizuoka Prefecture",8.0e+06, 1.410238e+07, 1.309881e+07, 1.510596e+07
"1008862", 80053,"Shizuoka Prefecture",4.0e+07, 3.138420e+07, 3.023236e+07, 3.253603e+07
"1008872", 80078,"Shizuoka Prefecture",1.4e+07, 1.652394e+07, 1.620156e+07, 1.684633e+07
"1009008", 80571,"Shizuoka Prefecture",4.5e+07, 3.923823e+07, 3.777873e+07, 4.069774e+07
"1009093", 80906,"Shizuoka Prefecture",4.0e+07, 3.476035e+07, 3.399646e+07, 3.552425e+07
"1009169", 81172,"Shizuoka Prefecture",1.2e+07, 8.938007e+06, 7.583629e+06, 1.029238e+07
"1009201", 81278,"Shizuoka Prefecture",1.5e+07, 9.756472e+06, 8.985876e+06, 1.052707e+07
"1009208", 81301,"Shizuoka Prefecture",2.0e+07, 3.307551e+07, 3.200135e+07, 3.414966e+07
"1009246", 81426,"Shizuoka Prefecture",7.4e+06,-3.065288e+07,-3.313832e+07,-2.816744e+07
"1009273", 81529,"Shizuoka Prefecture",3.5e+07, 3.684336e+07, 3.595614e+07, 3.773058e+07
"1009282", 81559,"Shizuoka Prefecture",1.6e+07, 1.416074e+07, 1.323903e+07, 1.508246e+07
"1009340", 81799,"Shizuoka Prefecture",2.2e+07, 3.937141e+07, 3.471535e+07, 4.402747e+07
"1009422", 82040,"Shizuoka Prefecture",7.0e+06, 1.008113e+07, 9.817282e+06, 1.034499e+07
"1009512", 82376,"Shizuoka Prefecture",8.0e+06,-2.163032e+07,-2.306990e+07,-2.019074e+07
"1009517", 82387,"Shizuoka Prefecture",2.0e+07, 1.878250e+07, 1.794370e+07, 1.962130e+07
"1009522", 82415,"Shizuoka Prefecture",1.8e+07, 1.338275e+05,-8.785997e+05, 1.146255e+06
"1009613", 82651,"Shizuoka Prefecture",9.0e+06, 3.315182e+06, 2.256585e+06, 4.373779e+06
"1009720", 82940,"Shizuoka Prefecture",3.3e+07, 3.123607e+07, 3.017382e+07, 3.229832e+07
"1009732", 82966,"Shizuoka Prefecture",2.9e+07, 2.934013e+07, 2.831220e+07, 3.036806e+07
"1009831", 83349,"Shizuoka Prefecture",5.5e+06,-8.829241e+06,-9.772093e+06,-7.886390e+06
"1009847", 83396,"Shizuoka Prefecture",1.3e+07, 2.994111e+07, 2.920092e+07, 3.068130e+07
"1009869", 83451,"Shizuoka Prefecture",1.7e+07, 1.918462e+07, 1.886063e+07, 1.950862e+07
"1009913", 83590,"Shizuoka Prefecture",8.5e+06, 1.286551e+07, 1.254258e+07, 1.318844e+07
"1009954", 83743,"Shizuoka Prefecture",1.8e+07, 1.949647e+07, 1.889276e+07, 2.010019e+07
"1009960", 83775,"Shizuoka Prefecture",4.7e+07, 4.097836e+07, 3.972850e+07, 4.222822e+07
"1009964", 83780,"Shizuoka Prefecture",3.5e+07, 3.787508e+07, 3.676758e+07, 3.898259e+07
"1010066", 84096,"Shizuoka Prefecture",3.0e+07, 4.073123e+07, 3.914018e+07, 4.232229e+07
"1010090", 84196,"Shizuoka Prefecture",1.3e+07, 2.849995e+07, 2.715714e+07, 2.984276e+07
"1010136", 84371,"Shizuoka Prefecture",1.5e+07,-6.888150e+06,-8.620303e+06,-5.155997e+06
"1010137", 84375,"Shizuoka Prefecture",3.1e+07, 6.013658e+07, 5.915791e+07, 6.111525e+07
"1010147", 84404,"Shizuoka Prefecture",5.2e+07, 5.228212e+07, 5.050558e+07, 5.405866e+07
"1010167", 84449,"Shizuoka Prefecture",1.8e+07,-2.374812e+07,-2.531364e+07,-2.218259e+07
"1010173", 84460,"Shizuoka Prefecture",5.3e+06, 6.431597e+06, 5.410500e+06, 7.452693e+06
"1010195", 84535,"Shizuoka Prefecture",4.5e+07, 3.513785e+07, 3.386077e+07, 3.641493e+07
"1010206", 84555,"Shizuoka Prefecture",7.5e+06,-1.432917e+06,-2.794195e+06,-7.163960e+04
"1010224", 84611,"Shizuoka Prefecture",3.4e+07, 4.562793e+07, 4.436143e+07, 4.689444e+07
"1010256", 84679,"Shizuoka Prefecture",1.7e+07, 4.318960e+07, 4.145858e+07, 4.492062e+07
"1010265", 84707,"Shizuoka Prefecture",1.0e+07, 8.588000e+06, 7.799580e+06, 9.376419e+06
"1010281", 84750,"Shizuoka Prefecture",2.6e+07, 2.688443e+07, 2.628328e+07, 2.748557e+07
"1010386", 85099,"Shizuoka Prefecture",4.5e+07, 4.276355e+07, 4.169022e+07, 4.383687e+07
"1010388", 85101,"Shizuoka Prefecture",2.7e+07, 3.471937e+07, 3.343079e+07, 3.600796e+07
"1010518", 85487,"Shizuoka Prefecture",3.4e+07, 3.467414e+07, 3.374597e+07, 3.560231e+07
"1010565", 85667,"Shizuoka Prefecture",8.0e+06, 5.318230e+06, 4.395229e+06, 6.241232e+06
"1010580", 85719,"Shizuoka Prefecture",3.8e+07, 3.657462e+07, 3.564458e+07, 3.750466e+07
"1010582", 85726,"Shizuoka Prefecture",2.2e+07,-1.490319e+07,-1.664659e+07,-1.315979e+07
"1010680", 86010,"Shizuoka Prefecture",3.3e+07, 3.858020e+07, 3.678855e+07, 4.037184e+07
"1010753", 86281,"Shizuoka Prefecture",2.1e+07, 1.912539e+07, 1.864524e+07, 1.960553e+07
"1010754", 86282,"Shizuoka Prefecture",9.8e+06, 1.293307e+07, 1.263792e+07, 1.322822e+07
"1010804", 86446,"Shizuoka Prefecture",1.7e+07, 1.524312e+07, 1.485131e+07, 1.563493e+07
"1010841", 86564,"Shizuoka Prefecture",4.6e+06,-6.473012e+06,-7.335048e+06,-5.610976e+06
"1010896", 86835,"Shizuoka Prefecture",1.8e+06,-2.680992e+06,-3.387885e+06,-1.974098e+06
"1010910", 86879,"Shizuoka Prefecture",9.5e+06, 2.303899e+07, 2.238806e+07, 2.368992e+07
"1010935", 86990,"Shizuoka Prefecture",1.1e+07, 5.020847e+06, 4.294353e+06, 5.747342e+06
"1010964", 87038,"Shizuoka Prefecture",4.6e+06, 6.959467e+06, 6.107703e+06, 7.811231e+06
"1010972", 87058,"Shizuoka Prefecture",6.0e+06,-1.323774e+06,-2.760508e+06, 1.129596e+05
"1011112", 87508,"Shizuoka Prefecture",1.6e+07, 2.538270e+07, 2.450708e+07, 2.625832e+07
"1011114", 87512,"Shizuoka Prefecture",5.3e+07, 4.876319e+06, 6.890268e+05, 9.063612e+06
"1011122", 87551,"Shizuoka Prefecture",3.7e+07, 4.131343e+07, 4.012594e+07, 4.250091e+07
"1011217", 87911,"Shizuoka Prefecture",3.0e+07, 1.057490e+07, 7.562443e+06, 1.358735e+07
"1011239", 87990,"Shizuoka Prefecture",6.0e+06, 8.269393e+06, 7.962748e+06, 8.576038e+06
"1011380", 88403,"Shizuoka Prefecture",3.0e+06, 1.961630e+07, 1.863410e+07, 2.059851e+07
"1011464", 88746,"Shizuoka Prefecture",7.0e+06,-5.260947e+05,-1.550452e+06, 4.982628e+05
"1011476", 88788,"Shizuoka Prefecture",1.8e+07,-1.487069e+07,-1.648526e+07,-1.325611e+07
"1011498", 88831,"Shizuoka Prefecture",1.8e+07, 3.333229e+07, 3.043080e+07, 3.623378e+07
"1011503", 88839,"Shizuoka Prefecture",8.0e+06,-2.067088e+05,-1.047622e+06, 6.342049e+05
"1011535", 88982,"Shizuoka Prefecture",1.7e+07, 5.214718e+07, 4.956200e+07, 5.473235e+07
"1011536", 88983,"Shizuoka Prefecture",8.0e+06, 4.946628e+06, 4.098112e+06, 5.795143e+06
"1011540", 88990,"Shizuoka Prefecture",1.3e+07, 2.630868e+07, 2.502997e+07, 2.758740e+07
"1011581", 89172,"Shizuoka Prefecture",4.4e+07, 3.996904e+07, 3.893465e+07, 4.100342e+07
"1011594", 89200,"Shizuoka Prefecture",8.0e+06, 3.682010e+06, 3.436789e+06, 3.927232e+06
"1011709", 89510,"Shizuoka Prefecture",6.4e+06,-1.415310e+07,-1.584460e+07,-1.246160e+07
"1011733", 89607,"Shizuoka Prefecture",1.3e+07, 8.822339e+06, 7.296711e+06, 1.034797e+07
"1011800", 89860,"Shizuoka Prefecture",6.0e+06, 1.215737e+07, 1.186993e+07, 1.244480e+07
"1011873", 90050,"Shizuoka Prefecture",2.6e+07, 3.191788e+07, 3.090535e+07, 3.293042e+07
"1011897", 90116,"Shizuoka Prefecture",1.7e+07, 3.615462e+07, 3.563216e+07, 3.667709e+07
"1011944", 90291,"Shizuoka Prefecture",1.8e+07, 8.453028e+06, 4.212053e+06, 1.269400e+07
"1011995", 90485,"Shizuoka Prefecture",8.0e+06,-1.701263e+07,-1.857508e+07,-1.545019e+07
"1011997", 90495,"Shizuoka Prefecture",3.0e+07, 2.973196e+07, 2.909834e+07, 3.036558e+07
"1012002", 90511,"Shizuoka Prefecture",2.4e+07, 4.452888e+07, 4.373731e+07, 4.532045e+07
"1015746",104749,"Shizuoka Prefecture",1.9e+07, 1.691670e+07, 1.639188e+07, 1.744153e+07
"1015850",105096,"Shizuoka Prefecture",3.2e+07, 1.711078e+07, 1.668220e+07, 1.753936e+07
"1015852",105099,"Shizuoka Prefecture",3.3e+07, 1.818392e+07, 1.669535e+07, 1.967249e+07
"1015887",105196,"Shizuoka Prefecture",1.8e+07, 1.474873e+07, 1.420749e+07, 1.528996e+07
"1016044",105722,"Shizuoka Prefecture",2.1e+07, 1.856008e+07, 1.828244e+07, 1.883772e+07
"1016076",105836,"Shizuoka Prefecture",2.0e+07, 1.333794e+07, 1.279190e+07, 1.388399e+07
"1016152",106119,"Shizuoka Prefecture",1.7e+07, 5.410861e+06, 4.339068e+06, 6.482655e+06
"1016189",106220,"Shizuoka Prefecture",2.6e+07, 1.845578e+06, 7.859473e+05, 2.905209e+06
"1016201",106269,"Shizuoka Prefecture",1.4e+07, 1.587160e+07, 1.553692e+07, 1.620629e+07
"1016254",106495,"Shizuoka Prefecture",1.9e+07, 2.876546e+07, 2.838773e+07, 2.914318e+07
"1016286",106586,"Shizuoka Prefecture",1.3e+07, 1.437636e+07, 1.137157e+07, 1.738114e+07
"1016313",106684,"Shizuoka Prefecture",2.4e+07, 1.186833e+07, 1.093923e+07, 1.279744e+07
"1016314",106685,"Shizuoka Prefecture",2.9e+07, 6.462386e+06, 5.534869e+06, 7.389903e+06
"1016344",106762,"Shizuoka Prefecture",2.9e+07, 3.702090e+07, 3.652702e+07, 3.751478e+07
"1016352",106773,"Shizuoka Prefecture",8.4e+06, 6.921241e+06, 6.543450e+06, 7.299031e+06
"1016418",106986,"Shizuoka Prefecture",2.1e+07, 1.329795e+07, 1.239207e+07, 1.420382e+07
"1016420",106988,"Shizuoka Prefecture",2.3e+07, 1.875151e+07, 1.800003e+07, 1.950299e+07
"1016555",107351,"Shizuoka Prefecture",3.4e+07, 1.185759e+07, 1.092615e+07, 1.278902e+07
"1016580",107435,"Shizuoka Prefecture",1.4e+07, 6.621162e+06, 6.177948e+06, 7.064376e+06
"1016602",107488,"Shizuoka Prefecture",6.7e+06, 1.102057e+07, 1.064025e+07, 1.140089e+07
"1016679",107686,"Shizuoka Prefecture",3.2e+07, 1.714483e+07, 1.585391e+07, 1.843575e+07
"1016690",107716,"Shizuoka Prefecture",1.8e+07, 1.661647e+07, 1.624646e+07, 1.698647e+07
"1016723",107781,"Shizuoka Prefecture",4.6e+07, 2.650614e+07, 2.584200e+07, 2.717029e+07
"1016768",107884,"Shizuoka Prefecture",5.4e+07, 2.892673e+07, 2.753008e+07, 3.032338e+07
"1016815",108012,"Shizuoka Prefecture",3.6e+07, 2.407556e+07, 2.314776e+07, 2.500336e+07
"1016819",108017,"Shizuoka Prefecture",1.5e+07, 5.334931e+06, 4.477655e+06, 6.192208e+06
"1016882",108162,"Shizuoka Prefecture",5.2e+07, 3.981420e+07, 3.889800e+07, 4.073040e+07
"1016932",108332,"Shizuoka Prefecture",1.5e+07, 2.054062e+06,-9.331704e+05, 5.041293e+06
"1016959",108404,"Shizuoka Prefecture",1.3e+07, 1.392207e+07, 1.357907e+07, 1.426507e+07
"1017027",108684,"Shizuoka Prefecture",1.6e+07, 7.665847e+06, 6.326985e+06, 9.004710e+06
"1017187",109247,"Shizuoka Prefecture",1.2e+06,-2.232658e+07,-2.368935e+07,-2.096381e+07
"1017190",109257,"Shizuoka Prefecture",1.1e+07, 1.568417e+07, 1.463553e+07, 1.673280e+07
"1017202",109288,"Shizuoka Prefecture",3.1e+07, 3.243462e+07, 3.159778e+07, 3.327147e+07
"1017209",109299,"Shizuoka Prefecture",1.8e+07, 1.010781e+07, 9.448751e+06, 1.076688e+07
"1017272",109537,"Shizuoka Prefecture",2.4e+07, 2.667442e+07, 2.583980e+07, 2.750904e+07
"1017274",109545,"Shizuoka Prefecture",1.7e+07, 3.378159e+07, 3.079976e+07, 3.676341e+07
"1017279",109563,"Shizuoka Prefecture",8.3e+06, 8.930353e+05,-6.772962e+03, 1.792844e+06
"1017281",109574,"Shizuoka Prefecture",3.1e+07, 2.607543e+07, 2.506755e+07, 2.708332e+07
"1017323",109707,"Shizuoka Prefecture",5.0e+06, 4.062945e+06, 3.790622e+06, 4.335267e+06
"1017360",109831,"Shizuoka Prefecture",1.5e+07,-8.158224e+06,-9.199003e+06,-7.117445e+06
"1017367",109869,"Shizuoka Prefecture",1.2e+07,-2.164278e+06,-3.479884e+06,-8.486713e+05
"1017564",110721,"Shizuoka Prefecture",1.3e+07, 2.237029e+07, 2.198990e+07, 2.275069e+07
"1017572",110733,"Shizuoka Prefecture",1.1e+07, 1.140521e+07, 1.099881e+07, 1.181161e+07
"1017574",110735,"Shizuoka Prefecture",1.2e+07, 1.283644e+07, 1.240550e+07, 1.326739e+07
"1017607",110854,"Shizuoka Prefecture",3.0e+07, 3.446349e+07, 3.366989e+07, 3.525709e+07
"1017660",111036,"Shizuoka Prefecture",4.3e+07, 1.680471e+07, 1.541732e+07, 1.819209e+07
"1017713",111160,"Shizuoka Prefecture",2.5e+06, 2.270617e+06, 1.909523e+06, 2.631711e+06
"1017810",111682,"Shizuoka Prefecture",1.8e+07, 5.669169e+06, 2.882822e+06, 8.455515e+06
"1017861",111962,"Shizuoka Prefecture",1.1e+07, 1.637395e+07, 1.555973e+07, 1.718817e+07
"1017928",112189,"Shizuoka Prefecture",3.0e+06,-6.266044e+07,-6.861608e+07,-5.670479e+07
"1017977",112318,"Shizuoka Prefecture",1.2e+07, 1.780475e+07, 1.633924e+07, 1.927027e+07
"1017987",112344,"Shizuoka Prefecture",8.7e+06, 1.748429e+07, 1.636568e+07, 1.860290e+07
"1018000",112387,"Shizuoka Prefecture",2.0e+07, 1.019580e+07, 9.226181e+06, 1.116541e+07
"1018004",112398,"Shizuoka Prefecture",4.5e+06, 1.720439e+07, 1.670004e+07, 1.770874e+07
"1018005",112401,"Shizuoka Prefecture",1.4e+07, 5.295114e+07, 5.068149e+07, 5.522079e+07
"1018016",112443,"Shizuoka Prefecture",2.4e+07, 3.253935e+07, 3.054540e+07, 3.453330e+07
